# BLASTN 2.8.1+
# Query: NODE-all
# Database: O_type.fsa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, query length, q. start, q. end, subject length, s. start, s. end, evalue, bit score
# 14 hits found
NODE-all	wzx_103_KB021482_O104	100.000	1278	0	0	5362444	3196786	3198063	1278	1278	1	0.0	2361
NODE-all	wzx_102_AF361371_O104	99.537	1296	6	0	5362444	3196786	3198081	1296	1296	1	0.0	2361
NODE-all	wzx_104_CP003301_O104	99.922	1278	1	0	5362444	3196786	3198063	1278	1278	1	0.0	2355
NODE-all	wzx_105_AFPS01000083_O104	99.916	1191	1	0	5362444	3196786	3197976	1191	1191	1	0.0	2194
NODE-all	wzy_84_AF361371_O104	99.641	1113	4	0	5362444	3199292	3200404	1113	1113	1	0.0	2034
NODE-all	wzx_106_AFOB02000091_O104	99.885	868	0	1	5362444	3196761	3197628	867	867	1	0.0	1596
NODE-all	wzy_222_AB812027_O68	96.774	31	1	0	5362444	1018376	1018406	1107	1077	1107	3.52e-04	52.8
NODE-all	wzy_222_AB812027_O68	100.000	28	0	0	5362444	5188495	5188522	1107	1107	1080	3.52e-04	52.8
NODE-all	wzy_222_AB812027_O68	100.000	28	0	0	5362444	1017208	1017235	1107	1080	1107	3.52e-04	52.8
NODE-all	wzy_222_AB812027_O68	100.000	28	0	0	5362444	4069324	4069351	1107	1107	1080	3.52e-04	52.8
NODE-all	wzy_222_AB812027_O68	100.000	28	0	0	5362444	3982917	3982944	1107	1107	1080	3.52e-04	52.8
NODE-all	wzy_222_AB812027_O68	100.000	28	0	0	5362444	4019663	4019690	1107	1080	1107	3.52e-04	52.8
NODE-all	wzy_222_AB812027_O68	100.000	28	0	0	5362444	1232606	1232633	1107	1107	1080	3.52e-04	52.8
NODE-all	wzy_222_AB812027_O68	100.000	28	0	0	5362444	4693857	4693884	1107	1080	1107	3.52e-04	52.8
# BLAST processed 1 queries
