# BLASTN 2.8.1+
# Query: NODE-all
# Database: resgenes.fasta
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, query length, q. start, q. end, subject length, s. start, s. end, evalue, bit score
# 400 hits found
NODE-all	tet(A)_6_AF534183	100.000	1247	0	0	5362444	33035	34281	1275	1247	1	0.0	2303
NODE-all	tet(A)_6_AF534183	97.297	37	1	0	5362444	1906261	1906297	1275	1239	1275	8.51e-07	63.9
NODE-all	tet(A)_4_AJ517790	100.000	1200	0	0	5362444	33007	34206	1200	1200	1	0.0	2217
NODE-all	tet(A)_1_AJ313332	99.833	1200	2	0	5362444	33007	34206	1200	1200	1	0.0	2206
NODE-all	tet(A)_5_AJ419171	99.750	1200	3	0	5362444	33007	34206	1200	1200	1	0.0	2200
NODE-all	tet(A)_3_AY196695	99.417	1200	7	0	5362444	33007	34206	1200	1200	1	0.0	2178
NODE-all	mdf(A)_1_Y08743	98.459	1233	19	0	5362444	479003	480235	1233	1233	1	0.0	2172
NODE-all	tet(A)_2_X00006	99.167	1201	8	2	5362444	33007	34206	1200	1200	1	0.0	2161
NODE-all	blaCTX-M-15_1_AY044436	100.000	876	0	0	5362444	2070912	2071787	876	1	876	0.0	1618
NODE-all	blaCTX-M-55_1_DQ810789	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-3_1_Y10278	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-127_1_MF196229	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-218_1_MH243358	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-216_1_MH243352	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-210_1_MH067960	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-209_1_MH067959	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-208_1_MH067958	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-202_1_MF195067	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-197_1_KY646303	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-194_1_KY563767	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-193_1_KY563766	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-189_1_FJ657512	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-188_1_KX676491	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-186_1_KX446939	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
NODE-all	blaCTX-M-184_1_KX263247	99.886	876	1	0	5362444	2070912	2071787	876	1	876	0.0	1613
